porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@635a6587-bbe7-fac0-e4cd-baf1fc32b8e8,ref|ENST00000562773.1-ENST00000677715.1,+strand,0-1594,chimera,ENST00000361739.1|ENSG00000198712.1|-|-|MT-CO2-201|MT-CO2|684|protein_coding|,+strand,0-684,length,2228,error-free_length,2303,read_identity,82.792%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@64cab816-878a-1a1c-1c6e-0de633223023,ref|ENST00000617466.1-ENST00000626243.2,+strand,0-375,chimera,ENST00000357849.9|ENSG00000121022.14|OTTHUMG00000164563.6|OTTHUMT00000379245.3|COPS5-201|COPS5|1296|protein_coding|,+strand,421-1206,length,1193,error-free_length,1209,read_identity,87.946%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@bb7e5029-7ed4-ea7c-af8b-fa9e10c74e55,ENST00000531188.6|ENSG00000149273.15|OTTHUMG00000165448.4|OTTHUMT00000384158.3|RPS3-217|RPS3|2059|protein_coding|,-strand,553-1979,chimera,ref|ENST00000529411.1-ENST00000618425.4-ENST00000487002.1,-strand,133-1076,length,2295,error-free_length,2395,read_identity,82.764%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@2e6fbe0f-ca90-158d-5bbf-f5422ba438c7,ENST00000429711.7|ENSG00000144713.13|OTTHUMG00000129804.5|OTTHUMT00000252032.3|RPL32-204|RPL32|2094|protein_coding|,-strand,802-1831,chimera,ref|ENST00000544175.3-ENST00000544175.3,+strand,216-370,length,1138,error-free_length,1183,read_identity,84.367%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@ea0cc461-1c09-1fdf-8db0-5819fe1fdd34,ENST00000295317.4|ENSG00000163162.9|OTTHUMG00000130685.3|OTTHUMT00000253180.3|RNF149-201|RNF149|2953|protein_coding|,-strand,139-1655,chimera,ref|ENST00000634285.1-ENST00000517094.2,+strand,0-492,length,2026,error-free_length,2066,read_identity,82.437%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@a5c65f20-4637-3e6a-fe9d-760707ff2f9c_1,ENST00000328703.12|ENSG00000143575.16|OTTHUMG00000035978.5|OTTHUMT00000087650.2|HAX1-201|HAX1|1109|protein_coding|,-strand,0-1109,chimera,ref|ENST00000689040.1-ENST00000564489.1,+strand,791-2810,length,3105,error-free_length,3182,read_identity,86.101%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@bda3ccb9-4f51-77fa-910f-ecdfe7740062,ENST00000263904.5|ENSG00000115145.10|OTTHUMG00000131885.4|OTTHUMT00000254835.3|STAM2-201|STAM2|5472|protein_coding|,-strand,4180-5472,chimera,ref|ENST00000487369.5-ENST00000538641.2-ENST00000678968.1,-strand,0-2431,length,3723,error-free_length,3735,read_identity,88.906%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@324c3ef1-a1a0-3f61-b36b-b8d7233426a7,ref|ENST00000439042.1-ENST00000641760.1,-strand,0-712,chimera,ENST00000350498.8|ENSG00000106244.13|OTTHUMG00000154629.3|OTTHUMT00000336388.3|PDAP1-201|PDAP1|2604|protein_coding|,-strand,1543-2604,length,1755,error-free_length,1786,read_identity,85.286%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@6464f4fb-30b7-68af-19a8-e7b64ed55898,ENST00000287038.8|ENSG00000156482.11|OTTHUMG00000164796.4|OTTHUMT00000380346.2|RPL30-201|RPL30|498|protein_coding|,+strand,0-498,chimera,ref|ENST00000542329.2-ENST00000368756.1,+strand,0-594,length,1052,error-free_length,1108,read_identity,78.835%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@96dc585d-f371-565b-b806-2902045e4742,ENST00000571903.5|ENSG00000130182.8|OTTHUMG00000177478.4|OTTHUMT00000437127.1|ZSCAN10-203|ZSCAN10|1726|retained_intron|,+strand,1465-1726,chimera,ref|ENST00000661468.1-ENST00000609997.5,-strand,0-1262,length,1553,error-free_length,1550,read_identity,89.542%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@ced0737d-52c6-5469-a7b0-a25f4b612a47,ENST00000469257.2|ENSG00000173812.11|OTTHUMG00000133492.6|OTTHUMT00000257390.2|EIF1-203|EIF1|2338|protein_coding|,-strand,1295-2338,chimera,ref|ENST00000702269.1-ENST00000477677.5,-strand,371-976,length,1626,error-free_length,1681,read_identity,86.912%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@a17f0c97-8f00-d154-1176-2c82f24b85c1,ENST00000381815.9|ENSG00000159131.17|OTTHUMG00000065628.26|OTTHUMT00000140628.3|GART-203|GART|3318|protein_coding|,+strand,1620-2629,chimera,ref|ENST00000675690.1-ENST00000417130.1,-strand,1172-2312,length,2130,error-free_length,2163,read_identity,86.106%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@a66d06cf-215c-334a-656f-e1710456bfa8,ref|ENST00000552438.5-ENST00000564808.6,-strand,738-1444,chimera,ENST00000336023.9|ENSG00000123416.15|OTTHUMG00000170410.2|OTTHUMT00000409005.1|TUBA1B-202|TUBA1B|1627|protein_coding|,+strand,0-1627,length,2320,error-free_length,2364,read_identity,85.801%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@e2f86fa4-9a17-1bdd-d68b-87f78b242246,ref|ENST00000518521.5-ENST00000696757.1-ENST00000396267.3,-strand,5800-8347,chimera,ENST00000265838.9|ENSG00000075239.14|OTTHUMG00000166381.3|OTTHUMT00000389474.1|ACAT1-201|ACAT1|1537|protein_coding|,+strand,93-1348,length,3807,error-free_length,3820,read_identity,89.838%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@f22b1813-371a-f152-f5ad-329acac64f0c,ENST00000339647.6|ENSG00000150991.16|OTTHUMG00000044421.6|OTTHUMT00000400183.3|UBC-201|UBC|2193|protein_coding|,-strand,1377-2193,chimera,ref|ENST00000519939.1-ENST00000519939.1,+strand,0-612,length,1401,error-free_length,1439,read_identity,85.657%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@b665fe0e-3e5d-0749-f3d9-e0ee1649c1dc,ref|ENST00000571051.5-ENST00000311331.12,-strand,3361-4325,chimera,ENST00000402696.9|ENSG00000091513.16|OTTHUMG00000150356.5|OTTHUMT00000317775.3|TF-201|TF|20166|protein_coding|,+strand,17283-18410,length,2031,error-free_length,2137,read_identity,84.657%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@389f53d5-02ed-5357-1f63-38c97e5715b5,ENST00000496447.5|ENSG00000142949.17|OTTHUMG00000007501.6|OTTHUMT00000019717.1|PTPRF-215|PTPRF|5887|protein_coding_CDS_not_defined|,-strand,3988-4867,chimera,ref|ENST00000516077.1-ENST00000580616.1,+strand,0-348,length,1220,error-free_length,1246,read_identity,85.027%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@eb837bcf-17b6-6a69-6b38-45d22ba35998,ENST00000361899.2|ENSG00000198899.2|-|-|MT-ATP6-201|MT-ATP6|681|protein_coding|,+strand,655-681,chimera,ref|ENST00000518521.5-ENST00000696757.1-ENST00000396267.3,+strand,6863-7164,length,354,error-free_length,358,read_identity,91.053%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@0c9b9249-2a66-1171-8f49-f44108767cee,ENST00000273550.12|ENSG00000167996.16|OTTHUMG00000166217.6|OTTHUMT00000388444.2|FTH1-201|FTH1|1203|protein_coding|,+strand,290-998,chimera,ref|ENST00000596112.5-ENST00000358432.8-ENST00000379034.1,-strand,1692-2062,length,1082,error-free_length,1120,read_identity,85.849%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@ce6c1efe-bf29-ea2f-16f7-f32fe5b8e0a2,ENST00000489915.1|ENSG00000235552.6|OTTHUMG00000158161.2|OTTHUMT00000350307.1|RPL6P27-201|RPL6P27|867|transcribed_processed_pseudogene|,-strand,0-867,chimera,ref|ENST00000276410.7-ENST00000682700.1,-strand,1161-1795,length,1486,error-free_length,1529,read_identity,87.697%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@60f40d33-7fa0-2fc1-df77-2aaa1c928074_1,ref|ENST00000696848.1-ENST00000696848.1,+strand,1194-1899,chimera,ENST00000295688.8|ENSG00000163468.15|OTTHUMG00000024061.8|OTTHUMT00000060602.4|CCT3-201|CCT3|1977|protein_coding|,+strand,491-1874,length,2065,error-free_length,2128,read_identity,88.437%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@0508c2be-5688-aea4-6230-e882fc6e7a6f,ref|ENST00000507131.5-ENST00000681663.1-ENST00000515098.5,-strand,5438-5855,chimera,ENST00000289228.7|ENSG00000115073.8|OTTHUMG00000130549.5|OTTHUMT00000252973.3|ACTR1B-201|ACTR1B|2204|protein_coding|,-strand,764-2204,length,1849,error-free_length,1889,read_identity,88.055%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@5edf6298-ad1e-92fa-0608-f4dc2c7d706a,ref|ENST00000377270.8-ENST00000605734.1,-strand,522-995,chimera,ENST00000574671.6|ENSG00000184009.13|OTTHUMG00000177955.9|OTTHUMT00000439925.1|ACTG1-206|ACTG1|2241|retained_intron|,+strand,1903-2241,length,822,error-free_length,814,read_identity,89.720%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@dbf3f6f8-e17a-64cc-7fb1-f70d922facf2,ref|ENST00000537412.5-ENST00000436471.2-ENST00000526458.1,+strand,861-1684,chimera,ENST00000436459.2|ENSG00000196205.8|OTTHUMG00000020851.3|OTTHUMT00000054813.3|EEF1A1P5-201|EEF1A1P5|1389|processed_pseudogene|,-strand,1372-1389,length,857,error-free_length,887,read_identity,84.640%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@9fc13c7c-b409-8137-cf1d-697189deb3d7,ref|ENST00000531857.1-ENST00000397632.7,-strand,0-578,chimera,ENST00000371317.10|ENSG00000232119.8|OTTHUMG00000022303.3|OTTHUMT00000058110.2|MCTS1-202|MCTS1|9577|protein_coding|,-strand,2393-9497,length,7493,error-free_length,7682,read_identity,84.233%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@6493fd40-1a44-6cbc-15d7-481ea17b7004_1,ref|ENST00000689332.1-ENST00000611461.1,+strand,0-2307,chimera,ENST00000393099.3|ENSG00000167526.14|OTTHUMG00000133770.8|OTTHUMT00000258294.2|RPL13-202|RPL13|2385|protein_coding|,-strand,1826-2385,length,2903,error-free_length,2944,read_identity,84.530%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@a8f5a1b4-b327-4c22-98a5-8101434f5d1b,ref|ENST00000490994.6-ENST00000703500.1-ENST00000528220.2,+strand,2532-3400,chimera,ENST00000084795.9|ENSG00000063177.13|OTTHUMG00000169760.5|OTTHUMT00000405800.1|RPL18-201|RPL18|612|protein_coding|,+strand,0-612,length,1474,error-free_length,1504,read_identity,83.631%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@cd3e8b22-03d9-c8de-cfb3-f756b2292609,ENST00000677638.1|ENSG00000135047.16|OTTHUMG00000020149.2|-|CTSL-222|CTSL|2682|nonsense_mediated_decay|,-strand,86-1145,chimera,ref|ENST00000587487.5-ENST00000623122.1-ENST00000592230.2,-strand,1287-1429,length,1194,error-free_length,1206,read_identity,88.124%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@fda56e48-9c41-332e-7b5a-4006dd55ad5c,ENST00000379055.5|ENSG00000133112.17|OTTHUMG00000016845.7|OTTHUMT00000044760.1|TPT1-202|TPT1|948|protein_coding|,+strand,0-948,chimera,ref|ENST00000655450.1-ENST00000655450.1,-strand,0-1081,length,1999,error-free_length,2032,read_identity,89.733%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@aadf25ac-c2f5-def6-c477-3e901b5fe892,ENST00000433866.7|ENSG00000230989.8|OTTHUMG00000176653.3|OTTHUMT00000433004.3|HSBP1-201|HSBP1|8649|protein_coding|,+strand,1391-1772,chimera,ref|ENST00000654878.1-ENST00000654878.1,+strand,1581-2817,length,1615,error-free_length,1632,read_identity,88.437%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@3652612f-0173-53dd-4363-92344044f6d9,ref|ENST00000558396.1-ENST00000693695.1,-strand,0-1079,chimera,ENST00000376925.8|ENSG00000101439.9|OTTHUMG00000032080.4|OTTHUMT00000078346.3|CST3-201|CST3|793|protein_coding|,-strand,0-793,length,1842,error-free_length,1890,read_identity,80.111%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@734018f0-2245-49a4-dae3-16967474d0ad,ENST00000313608.13|ENSG00000181610.13|OTTHUMG00000178774.4|OTTHUMT00000443301.3|MRPS23-201|MRPS23|5609|protein_coding|,-strand,1334-2785,chimera,ref|ENST00000600342.5-ENST00000473575.1,+strand,388-1264,length,2289,error-free_length,2329,read_identity,88.884%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@b406d24b-3b85-6747-b275-23bbbe184f21_1,ref|ENST00000381843.6-ENST00000697470.1,-strand,0-1548,chimera,ENST00000566402.2|ENSG00000174990.8|OTTHUMG00000137677.5|OTTHUMT00000430466.2|CA5A-201|CA5A|725|retained_intron|,+strand,0-725,length,2295,error-free_length,2349,read_identity,80.937%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq.gz,@ad138b3a-1c53-8013-6d97-9d2ea58241c2,ref|ENST00000547019.1-ENST00000362381.1-ENST00000666445.1,+strand,358-882,chimera,ENST00000307864.3|ENSG00000042286.15|OTTHUMG00000018398.3|OTTHUMT00000048487.3|AIFM2-201|AIFM2|3134|protein_coding|,-strand,0-3134,length,3620,error-free_length,3684,read_identity,82.322%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@a6a291ff-838f-44f4-c3f1-f27c0d089c82,ref|ENST00000663551.1-ENST00000663551.1,+strand,0-674,chimera,ENST00000234590.10|ENSG00000074800.16|OTTHUMG00000001773.11|OTTHUMT00000497295.2|ENO1-201|ENO1|1781|protein_coding|,+strand,0-1781,length,2448,error-free_length,2481,read_identity,91.650%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@c04e4b21-0dc6-8275-91d3-636ae758aa92,ref|ENST00000644265.1-ENST00000588174.1-ENST00000483137.2,+strand,1636-4360,chimera,ENST00000602540.5|ENSG00000139289.14|OTTHUMG00000169783.2|OTTHUMT00000467760.1|PHLDA1-202|PHLDA1|5741|protein_coding|,-strand,4718-5430,length,3334,error-free_length,3446,read_identity,88.172%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@a041906a-c8fe-e39e-2fc5-727c9b997d46,ref|ENST00000374825.9-ENST00000688622.1,-strand,364-667,chimera,ENST00000387347.2|ENSG00000210082.2|-|-|MT-RNR2-201|MT-RNR2|1559|Mt_rRNA|,-strand,0-1559,length,1872,error-free_length,1900,read_identity,91.109%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@7dff3845-0716-9df7-4994-f12d4de193a7_1,ENST00000361624.2|ENSG00000198804.2|-|-|MT-CO1-201|MT-CO1|1542|protein_coding|,+strand,237-784,chimera,ref|ENST00000686495.1-ENST00000463804.6,-strand,0-1739,length,2293,error-free_length,2322,read_identity,87.412%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@26e9dbbd-bf00-20da-747a-41d6b97dd83e,ENST00000341567.8|ENSG00000106609.16|OTTHUMG00000129553.6|OTTHUMT00000251745.2|TMEM248-201|TMEM248|4229|protein_coding|,+strand,1848-4229,chimera,ref|ENST00000465795.1-ENST00000341037.8,-strand,2658-4163,length,3789,error-free_length,3894,read_identity,84.943%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@10452537-c5d3-7d61-c0ec-5a2649fae784,ENST00000399494.5|ENSG00000189403.15|OTTHUMG00000016670.8|OTTHUMT00000303982.1|HMGB1-205|HMGB1|1282|protein_coding|,-strand,0-1282,chimera,ref|ENST00000589398.1-ENST00000571735.3,+strand,417-481,length,1308,error-free_length,1367,read_identity,84.104%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@8665c280-0ecb-e99b-a6ba-0aba2ea4bfe8,ref|ENST00000440054.2-ENST00000626796.2-ENST00000446092.2,+strand,992-1018,chimera,ENST00000306562.8|ENSG00000171161.13|OTTHUMG00000040377.4|OTTHUMT00000097125.3|ZNF672-201|ZNF672|3045|protein_coding|,-strand,153-1032,length,909,error-free_length,927,read_identity,92.356%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@49949fd8-d7b5-3616-45aa-58d94670f133,ENST00000389680.2|ENSG00000211459.2|-|-|MT-RNR1-201|MT-RNR1|954|Mt_rRNA|,-strand,0-954,chimera,ref|ENST00000469560.2-ENST00000452776.1-ENST00000366651.7,-strand,634-954,length,1273,error-free_length,1274,read_identity,93.247%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@cc04dece-8b33-d5ad-c366-de7127853506,ENST00000567478.5|ENSG00000103534.17|OTTHUMG00000131458.5|OTTHUMT00000435891.1|TMC5-209|TMC5|2397|retained_intron|,-strand,0-2397,chimera,ref|ENST00000397030.5-ENST00000397030.5,+strand,4037-4822,length,3158,error-free_length,3195,read_identity,92.652%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@64aae036-b425-0d89-be7b-99035f0062fb,ENST00000481769.1|ENSG00000103126.15|OTTHUMG00000064930.5|OTTHUMT00000139444.1|AXIN1-205|AXIN1|1089|protein_coding_CDS_not_defined|,-strand,938-1039,chimera,ref|ENST00000570187.1-ENST00000568013.1,-strand,1607-2312,length,820,error-free_length,833,read_identity,93.132%
porechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq.gz,@63a4f101-2dd8-c068-dc10-b60f5725ad24_1,ENST00000309268.11|ENSG00000156508.19|OTTHUMG00000015031.7|OTTHUMT00000128718.2|EEF1A1-201|EEF1A1|3512|protein_coding|,+strand,1215-2846,chimera,ref|ENST00000465795.1-ENST00000341037.8,-strand,2733-3639,length,2518,error-free_length,2572,read_identity,90.723%
