Source	supporting reads information	fusion.gene.id	support num	rank class	recall_category	control	depth	Sequence_Identity	fusionType
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	699eb5d1-1c0d-c71e-8593-94e9b855e0cc;2cd03fc4-0ebe-9169-f1ed-70095a2e978e;454d0c99-d2fd-78a9-b061-99095713f3fc;bf81ac21-887d-a590-7171-5f170fae37f9;f96d0150-d7ce-625e-9015-768aa8446b0e;b2a9eaa6-25bb-f8bb-eb20-d2d21b8bba5e;34dcb524-48ee-7366-5555-296b3f68be68;55fb040d-58e6-08a1-730f-cdbbda7c98cd;8ad09b65-1d9d-2678-09e5-048f8843dc01;2a2da563-231a-fe32-bcd1-42f7921f4a3a;0722cb06-27ba-ce79-abb3-4736e4149584;492df68b-1e9b-3049-d053-6d116a647aae;48ee8d7b-ecc4-96d1-f606-4006b2d4895b;288d7bfa-85a9-762c-7d93-ed098b942a25;2a5d782c-5883-a710-a3de-657ecfb9820d;fc529012-b515-3dc9-6803-c54db41b1b8c;0fc36610-adac-2718-4e46-16417a383440	ENSG00000269242:ENSG00000147403	17	flag = 3: Low Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	14892367-653b-0468-db2f-7ad48af22149;0557ae13-2e8a-c2f4-0807-dd135c139811	ENSG00000087086:ENSG00000221983	2	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	2111939d-2968-0133-20db-df632b824378;dfd2c353-fd86-4427-f531-e94289ee9c89	ENSG00000118137:ENSG00000231500	2	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	032694a8-33b8-7189-2f6c-58d8f6df624f;4368350c-c66c-b2d4-c6cd-70d92170de26	ENSG00000156508:ENSG00000131469	2	flag = 3: Low Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	3dba6555-08a4-10ed-dd2a-42a75e2d5387;66f6e999-f797-3a01-eacc-7c0a522b3a1d	ENSG00000156508:ENSG00000167770	2	flag = 3: Low Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	e4604dab-0427-ac20-3180-bb8027540fed;9aa76434-3347-e84d-2f90-dacbc7bf13fd	ENSG00000156508:ENSG00000133112	2	flag = 3: Low Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	d1222340-7a82-063b-0ee7-49f90bb5f8fa;74c54a1e-71ca-0713-6916-898308db46ec	ENSG00000091583:ENSG00000167526	2	flag = 4: Medium Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	a4387de7-9e65-49f9-9c03-431f287dfb5a;b78da251-cf81-3f6d-7706-d97b597dfe9f	ENSG00000087086:ENSG00000197249	2	flag = 4: Medium Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	ee22a55e-c19c-162f-045d-5efb9804fe27;41a85757-c15d-41b0-fda3-6661365b816d	ENSG00000231500:ENSG00000087086	2	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	9059f3b5-278a-3f69-1628-0beeb5c7585b;f5a7de45-41a1-6e99-51aa-b11ea8fa690f	ENSG00000156508:ENSG00000197249	2	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	59abb2f9-129f-197e-f6af-aed9687cb3a4;26eef9f2-1e6c-8e06-f436-347bad0be18e	ENSG00000239264:ENSG00000156508	2	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95	5f903d78-6c3f-e0ad-fbe1-c897112cb0e8;0fcd8a15-bac2-7486-53a7-4b31e69968ce;1df5de49-4d2f-9429-41cc-edac42a5a655	ENSG00000087086:ENSG00000163631	3	flag = 5: High Confidence Fusion	False_Call	negative	10GB	95%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	7dadea7c-2fb9-b458-2211-3eb19ba52e1f;71e3f01c-46ca-e0df-1cbc-5239b0981001	ENSG00000155511:ENSG00000106617	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	db254b69-df30-2852-1d67-4c6db2af78c7;4208b329-9778-c45c-0413-d9e532ca39b0	ENSG00000204131:ENSG00000133112	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	90ec2604-954a-a16e-d014-189b2b610bdd;44f4f92d-a8bb-a039-7d64-6da6850cd90a	ENSG00000163631:ENSG00000170889	2	flag = 5: High Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	d7d69998-411f-d225-a808-ee3c06d5d7cd;e48f69bb-76f0-de0a-1752-16939d2114bd;e2d19574-3713-4b74-ea2f-a9fd87a2c2a4	ENSG00000165629:ENSG00000148655	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c920439c-eeb4-797b-fd18-c863c359c9b6;3eae96c5-d385-59cd-59b7-da0a611adc70;83bdde6b-1065-17fe-3b9f-387be9d20882;0373afcb-1817-2903-6521-b405e6a82be3;40e0dbc9-ee6b-ca24-f317-f87ce8039470;6e4da33b-6af9-294a-3b83-7db821d793d0;8a55f0c8-5d57-7b76-77d5-b92724ce322e;f244893e-113a-a987-5add-35e27b6c91cb;47e1aebf-8aa0-688e-0bcb-9f7b4b6f97d5;76151f7a-6eb2-9c44-b186-2ff24357c6bc;eeaf9804-5b87-1b50-024b-d39a8c59e838;09326b95-61f1-25ef-98b0-46a73ca5b68b;f3ab9182-c446-511d-645c-3d1205edf4e2;d64d5eca-117d-5c3e-248a-738e89f8b91b;e6fb283d-099b-7cd0-44db-1b1ab64c57dc;7bbd9ada-c419-a9c6-3bfd-a0359542418f;f5d74ed0-f911-3fe9-efb7-ce670012915b;d56eb670-cfa9-c47c-dad5-1ce9d6b374bc;26921e15-e705-224a-f225-161f5df989c7;3fad0ec4-509a-c6b0-3c64-68021837043e;e13319dc-a615-569a-d014-1c406922110b;185bb297-d417-1fc7-21c1-7c9631e4dcc7;20e4b63f-d801-ee1e-428f-cce9244f81b4	ENSG00000147403:ENSG00000269242	23	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	0b59a9fc-ef99-112e-0934-d67a995988c0;7140e7f3-7395-a598-a78b-7b52993eec93;cf31b9d1-415e-ca80-22f9-ce7bf33f2b34;f2c8ec09-8a22-a9a2-9979-5bb7af9644b8;4bdbe6ad-bade-144c-79ce-6749096c43dd;4dbbee16-e8eb-04a0-7025-de1a1d4b60f2	ENSG00000087258:ENSG00000009830	6	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	a0fef7b9-78cf-8478-9e24-0a61b86024ef;81e0d499-5b8d-c144-df93-56e1279c155d;f901a432-122a-9a8c-2b84-3b86bd34fbcf	ENSG00000206384:ENSG00000196455	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	25cfe499-d7a5-1ff6-a26d-bc77db381ccb;3ef2a141-df46-564c-fbe6-6c43904d8b30;79e54718-c38d-d501-5a7c-fcf7df546e0e;17ef3387-30ef-d742-c0f4-8d204efc0701;346dd01c-e0e4-08ad-29d5-e1fa1aaf8d4d;5629f29c-df12-6b3f-a715-bfa1dbf29fdb	ENSG00000198677:ENSG00000168676	6	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	d1ba40fd-3cc6-7530-f55c-a7904f9038cb;9dc45bf0-6757-5926-bf3d-e31bc17c5194;31c5c42b-7475-4f19-f422-7929c63c6a61;6e1a2ada-2c8b-8afb-17eb-94986750f406;9fb95696-5181-f04c-f9ab-f1d498f8b073	ENSG00000077380:ENSG00000186088	5	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	eb1eee2f-c61a-a209-9c41-f5c95ac9fcde;b9eab06a-aaae-7319-e45c-36573e7dce5f	ENSG00000184634:ENSG00000204256	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c70fe475-e9a6-d5a8-0db9-6d59d6468841;fc4060e7-57e6-7214-507b-ed9d6a30610f;08b767e1-e3ba-4417-aed8-05a941caf6e6;56fec2c4-81f4-59d4-2e7f-d99487a84c52	ENSG00000066557:ENSG00000164924	4	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	2c0bab17-97f4-a91e-1802-c86dc63baac1;d2ad7e9d-1a24-d6e4-2740-7df3a9a0a7cd;665d5f04-f7fc-ae4b-609a-964904ef97c4;4f759639-9d77-6462-3d02-336f007a7df2;941b0e11-ddcc-f022-46c0-79ca7e4c0b91;4bea1d06-7ff3-154e-9e36-ab06fbc5d243;173542dc-e39f-6abf-2302-839212f34b0e	ENSG00000103160:ENSG00000103415	7	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	660cfb03-ce78-bad9-c68f-d160f2e4a991;f5fcfea0-acf4-c137-830b-6b0a928fb8bc;3ed89b55-6c51-6711-d6d1-9bd8081b7afe;e4d217af-68cf-110f-dd9d-88e092ee7969;5ebd2077-0df5-5ad4-b3be-2deba8fa6c89;c652e7cc-ed9a-07a5-ff23-8a1bf14f2ae5;70378fca-997f-0e14-e36b-bbad85d3fb82	ENSG00000063978:ENSG00000168556	7	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	2716c6df-cb29-1f8a-2358-fa2b578bc6c9;d5097142-74dd-d780-2339-eeb69e851534	ENSG00000164756:ENSG00000081985	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	49d4794e-3237-acc7-7d95-b866449783dd;7d9fce46-2c82-2c03-7ac6-58f9be651bf9;97bb8b72-2ab3-9716-4fc9-5954493a2788;5c856e90-f09e-bf52-108f-63928c36a354	ENSG00000164627:ENSG00000095981	4	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: read_through
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	7774bc92-61a6-6f0e-e66e-1b817a87eb02;fa10c6df-9919-f8ef-b2cb-ee857db4c96e	ENSG00000109971:ENSG00000095209	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	745d63ff-a92f-d3a6-bdb2-234f0ef44744;71e99545-c547-32e7-7590-ca6616faeb3f	ENSG00000154240:ENSG00000187498	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	97d6a334-742c-62cd-a771-91df09e4efbd;98770171-8d59-09a7-6bf1-0d0c902725c8;62a4cf7b-4d01-23b7-e34d-bb1320eacfab	ENSG00000101003:ENSG00000088035	3	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	0f956045-7027-70c8-169d-b6fa8e1323f5;b24aabd9-700b-861b-59ab-38041dcc0f80	ENSG00000100075:ENSG00000100034	2	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	91979edc-5edb-6ffc-77d7-ee01e537316c;25a17ebb-5cc1-5f67-d189-405fae0e026f;ac94e376-794f-2610-894c-67ecfc563f89	ENSG00000003393:ENSG00000170448	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	66c90ae1-02e1-7b33-6491-fdd9839c0bbc;c1d16125-6fad-b10d-6e7d-f09917aaee22;e6ccbcfc-9ceb-9e43-c3e8-1c74c4b7f325	ENSG00000163631:ENSG00000156508	3	flag = 5: High Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	e12d8b8e-f958-f778-5b5f-d5e131d77796;3345cc79-85f0-663f-6494-8812ceb6dcb0	ENSG00000132300:ENSG00000143891	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	ac9b4f49-867c-b4f7-30c0-e9a083d67fc3;a1bddbcd-7ac5-f8db-e775-9cd2526b7900	ENSG00000197566:ENSG00000181523	2	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	58b4a7e3-3de5-b5f0-bfd7-0dd7baf4d541;f00cea89-9ee5-da55-abae-fe70161b0590;7cbcf171-659d-2a82-0fb0-eff3b7dd7ba0	ENSG00000221910:ENSG00000102312	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	a689254a-b8af-b9fc-9592-77de7f577c03;7a8ef530-4239-8610-4e94-08792f56a91f;97b190ba-ed4f-52e2-d2a5-7150f7c50926;c4a72dc3-d6ef-8c87-3747-226ae989e9c5;131b4d17-5233-711e-8e51-5ab56511c2ee;c7aeefd5-303c-bd4e-5f34-5e2a845fdaae	ENSG00000145675:ENSG00000113569	6	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order: intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	68f1e086-7315-80c6-36f4-6ae29b920af0;405f0d8a-9eb8-1e2f-92be-fa506bdafdde;1c7ae137-69ad-9306-1cad-81afa3b46a09	ENSG00000072571:ENSG00000146809	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	6d7da097-c84e-0b88-747c-547e1ddd3749;cb2b7691-ee2b-482c-6aa9-c1fde7f91be5	ENSG00000140740:ENSG00000197249	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	94f8006e-56d7-fac3-5a6d-93ba9d177ff6;a4e4fafd-7abf-72af-2eb7-ee90b4b90be1;f363ce7d-d146-13f2-da54-d93136fd2293	ENSG00000143633:ENSG00000214097	3	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	374da72c-dd51-7572-a0be-0fc3fe9c3999;0f5ebec5-8814-3cd1-ce84-208a4bc70249	ENSG00000214097:ENSG00000105819	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	05668d6d-0000-bd1c-7fc9-5b4bf96588b6;a4fa1b4a-f5fe-187a-20e6-8841c7bed8e5	ENSG00000089094:ENSG00000094631	2	flag = 3: Low Confidence Fusion	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	f71ca1b2-e508-6caf-714e-d305faa543fc;7f7d5885-a4f1-3c43-76f5-8b9b60c5a775	ENSG00000161016:ENSG00000084070	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	4ad1d679-5ce3-1b86-1dd0-4457d5660a87;2ef2bb89-9f91-236b-655a-333efa24a44a	ENSG00000145192:ENSG00000156508	2	flag = 3: Low Confidence Fusion	False_Call	positive	10GB	85%	false_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	becdfabb-b281-5219-0e38-a54f063ea4dd;94d00265-d932-21fd-3d12-1383b912ec16;c548ca78-dde2-07ba-163f-91d5b162818a;408d74bd-beec-ca9b-5410-869d06dea62d	ENSG00000213983:ENSG00000126777	4	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	intra_chromosome
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	fa059b23-5b64-1d3b-8c7f-a19037fb4c50;a67bbe1c-6e60-e75f-207b-c8544ae6fc54;af7539f9-800d-1833-5f20-36edfebe97df	ENSG00000104490:ENSG00000138759	3	flag = 5: High Confidence Fusion	Partial_Recall	positive	10GB	85%	reverse_order:truncated_tri_fusion
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	c35c8bb8-aada-42eb-ccf5-d63eefa682d1;deb7c390-6186-dab6-e991-fc062d191e06;c02bc5e5-5b6b-664c-3e12-9be098360fa9;cec8c607-ba5c-6d10-ba5a-a239237245a4	ENSG00000157916:ENSG00000205835	4	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85	49fcbe65-1858-913b-6cf0-ff387080ae44;383d3d11-de3a-a567-59f9-328ba82fd343;c7000437-b4e0-1e67-14fb-f6fe35fdfe2a	ENSG00000170954:ENSG00000183137	3	flag = 5: High Confidence Fusion	True_Recall	positive	10GB	85%	hybrid
